accession,study,bioproject_accession,biosample_accession,filename,library_ID,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,assembly,data_type,filetype,library_layout,library_selection,shear_method,title,total_bp,coverage,ntsm_score,ntsm_result,path,total_Gbp,sample_id
SRR30613895,SRP305758,PRJNA701308,SAMN26267383,HG02647-36b-1_S19_L002_R2_001.fastq.gz,HG02647-36b-1-1_S19_L002_R1_001-1_S19_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02647,19277241850,6.22,0.543797,Similar,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-1_S19_L002_R2_001.fastq.gz,19.28,HG02647
SRR30613894,SRP305758,PRJNA701308,SAMN26267383,HG02647-36b-1_S19_L003_R2_001.fastq.gz,HG02647-36b-1-1_S19_L003_R1_001-1_S19_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02647,19518860016,6.3,0.512521,Similar,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-1_S19_L003_R2_001.fastq.gz,19.52,HG02647
SRR30613893,SRP305758,PRJNA701308,SAMN26267383,HG02647-36b-1_S19_L004_R2_001.fastq.gz,HG02647-36b-1-1_S19_L004_R1_001-1_S19_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02647,18845139952,6.08,0.525568,Similar,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-1_S19_L004_R2_001.fastq.gz,18.85,HG02647
SRR30613892,SRP305758,PRJNA701308,SAMN26267383,HG02647-36b-2_S20_L001_R2_001.fastq.gz,HG02647-36b-2-2_S20_L001_R1_001-2_S20_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02647,25728408312,8.3,0.49437,Similar,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L001_R2_001.fastq.gz,25.73,HG02647
SRR30613891,SRP305758,PRJNA701308,SAMN26267383,HG02647-36b-2_S20_L002_R2_001.fastq.gz,HG02647-36b-2-2_S20_L002_R1_001-2_S20_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02647,25172153085,8.12,0.459316,Similar,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L002_R2_001.fastq.gz,25.17,HG02647
SRR30613890,SRP305758,PRJNA701308,SAMN26267383,HG02647-36b-2_S20_L003_R2_001.fastq.gz,HG02647-36b-2-2_S20_L003_R1_001-2_S20_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02647,25275830400,8.15,0.4828,Similar,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L003_R2_001.fastq.gz,25.28,HG02647
SRR30613889,SRP305758,PRJNA701308,SAMN26267383,HG02647-36b-2_S20_L004_R2_001.fastq.gz,HG02647-36b-2-2_S20_L004_R1_001-2_S20_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02647,24611897082,7.94,0.509505,Similar,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L004_R2_001.fastq.gz,24.61,HG02647
SRR30613879,SRP305758,PRJNA701308,SAMN26237509,HG02698-18b-1_S19_L001_R2_001.fastq.gz,HG02698-18b-1-1_S19_L001_R1_001-1_S19_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02698,10227885165,3.3,0.567836,Similar,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-1_S19_L001_R2_001.fastq.gz,10.23,HG02698
SRR30613782,SRP305758,PRJNA701308,SAMN26237509,HG02698-18b-1_S19_L002_R2_001.fastq.gz,HG02698-18b-1-1_S19_L002_R1_001-1_S19_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02698,10050827317,3.24,0.614983,Similar,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-1_S19_L002_R2_001.fastq.gz,10.05,HG02698
SRR30613900,SRP305758,PRJNA701308,SAMN26237509,HG02698-18b-1_S19_L003_R2_001.fastq.gz,HG02698-18b-1-1_S19_L003_R1_001-1_S19_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02698,9749067984,3.14,0.587885,Similar,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-1_S19_L003_R2_001.fastq.gz,9.75,HG02698
SRR30613899,SRP305758,PRJNA701308,SAMN26237509,HG02698-18b-1_S19_L004_R2_001.fastq.gz,HG02698-18b-1-1_S19_L004_R1_001-1_S19_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02698,9636748289,3.11,0.598377,Similar,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-1_S19_L004_R2_001.fastq.gz,9.64,HG02698
SRR30613779,SRP305758,PRJNA701308,SAMN26237509,HG02698-18b-2_S20_L001_R2_001.fastq.gz,HG02698-18b-2-2_S20_L001_R1_001-2_S20_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02698,6181689003,1.99,0.671863,Similar,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-2_S20_L001_R2_001.fastq.gz,6.18,HG02698
SRR30613777,SRP305758,PRJNA701308,SAMN26237509,HG02698-18b-2_S20_L002_R2_001.fastq.gz,HG02698-18b-2-2_S20_L002_R1_001-2_S20_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02698,6071461229,1.96,0.63965,Similar,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-2_S20_L002_R2_001.fastq.gz,6.07,HG02698
SRR30613776,SRP305758,PRJNA701308,SAMN26237509,HG02698-18b-2_S20_L003_R2_001.fastq.gz,HG02698-18b-2-2_S20_L003_R1_001-2_S20_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02698,5894670970,1.9,0.635592,Similar,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-2_S20_L003_R2_001.fastq.gz,5.89,HG02698
SRR30613775,SRP305758,PRJNA701308,SAMN26237509,HG02698-18b-2_S20_L004_R2_001.fastq.gz,HG02698-18b-2-2_S20_L004_R1_001-2_S20_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02698,5825114248,1.88,0.640033,Similar,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-2_S20_L004_R2_001.fastq.gz,5.83,HG02698
SRR30613763,SRP305758,PRJNA701308,SAMN26237510,HG02809-52d-1_S3_L001_R2_001.fastq.gz,HG02809-52d-1-1_S3_L001_R1_001-1_S3_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02809,43017436361,13.88,0.395624,Similar,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-1_S3_L001_R2_001.fastq.gz,43.02,HG02809
SRR30613762,SRP305758,PRJNA701308,SAMN26237510,HG02809-52d-1_S3_L002_R2_001.fastq.gz,HG02809-52d-1-1_S3_L002_R1_001-1_S3_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02809,43243039753,13.95,0.377499,Similar,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-1_S3_L002_R2_001.fastq.gz,43.24,HG02809
SRR30613761,SRP305758,PRJNA701308,SAMN26237510,HG02809-52d-1_S3_L003_R2_001.fastq.gz,HG02809-52d-1-1_S3_L003_R1_001-1_S3_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02809,42504580321,13.71,0.381823,Similar,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-1_S3_L003_R2_001.fastq.gz,42.5,HG02809
SRR30613760,SRP305758,PRJNA701308,SAMN26237510,HG02809-52d-1_S3_L004_R2_001.fastq.gz,HG02809-52d-1-1_S3_L004_R1_001-1_S3_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02809,42219773971,13.62,0.38421,Similar,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-1_S3_L004_R2_001.fastq.gz,42.22,HG02809
SRR30613759,SRP305758,PRJNA701308,SAMN26237510,HG02809-52d-2_S4_L001_R2_001.fastq.gz,HG02809-52d-2-2_S4_L001_R1_001-2_S4_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02809,42372798232,13.67,0.422987,Similar,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-2_S4_L001_R2_001.fastq.gz,42.37,HG02809
SRR30613625,SRP305758,PRJNA701308,SAMN26237510,HG02809-52d-2_S4_L002_R2_001.fastq.gz,HG02809-52d-2-2_S4_L002_R1_001-2_S4_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02809,42378974763,13.67,0.415575,Similar,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-2_S4_L002_R2_001.fastq.gz,42.38,HG02809
SRR30613623,SRP305758,PRJNA701308,SAMN26237510,HG02809-52d-2_S4_L003_R2_001.fastq.gz,HG02809-52d-2-2_S4_L003_R1_001-2_S4_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02809,41537278294,13.4,0.413717,Similar,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-2_S4_L003_R2_001.fastq.gz,41.54,HG02809
SRR30613622,SRP305758,PRJNA701308,SAMN26237510,HG02809-52d-2_S4_L004_R2_001.fastq.gz,HG02809-52d-2-2_S4_L004_R1_001-2_S4_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02809,40666242486,13.12,0.405883,Similar,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-2_S4_L004_R2_001.fastq.gz,40.67,HG02809
SRR30613877,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1_S3_L001_R2_001.fastq.gz,HG03669-26a-1-1_S3_L001_R1_001-1_S3_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03669,19869171647,6.41,0.507607,Similar,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L001_R2_001.fastq.gz,19.87,HG03669
SRR30613876,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1_S3_L002_R2_001.fastq.gz,HG03669-26a-1-1_S3_L002_R1_001-1_S3_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03669,18802545695,6.07,0.499494,Similar,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L002_R2_001.fastq.gz,18.8,HG03669
SRR30613778,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1_S3_L003_R2_001.fastq.gz,HG03669-26a-1-1_S3_L003_R1_001-1_S3_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03669,17708385495,5.71,0.516357,Similar,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L003_R2_001.fastq.gz,17.71,HG03669
SRR30613620,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1_S3_L004_R2_001.fastq.gz,HG03669-26a-1-1_S3_L004_R1_001-1_S3_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03669,19556209542,6.31,0.521913,Similar,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L004_R2_001.fastq.gz,19.56,HG03669
SRR30613619,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2_S4_L001_R2_001.fastq.gz,HG03669-26a-2-2_S4_L001_R1_001-2_S4_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03669,13323696054,4.3,0.573685,Similar,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L001_R2_001.fastq.gz,13.32,HG03669
SRR30613618,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2_S4_L002_R2_001.fastq.gz,HG03669-26a-2-2_S4_L002_R1_001-2_S4_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03669,13428542441,4.33,0.545577,Similar,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L002_R2_001.fastq.gz,13.43,HG03669
SRR30613617,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2_S4_L003_R2_001.fastq.gz,HG03669-26a-2-2_S4_L003_R1_001-2_S4_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03669,12760767711,4.12,0.561149,Similar,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L003_R2_001.fastq.gz,12.76,HG03669
SRR30613616,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2_S4_L004_R2_001.fastq.gz,HG03669-26a-2-2_S4_L004_R1_001-2_S4_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03669,13364684174,4.31,0.573031,Similar,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L004_R2_001.fastq.gz,13.36,HG03669
SRR30613614,SRP305758,PRJNA701308,SAMN26237513,HG03710-17a-1_S3_L001_R2_001.fastq.gz,HG03710-17a-1-1_S3_L001_R1_001-1_S3_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03710,14327552723,4.62,0.529608,Similar,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-1_S3_L001_R2_001.fastq.gz,14.33,HG03710
SRR30613770,SRP305758,PRJNA701308,SAMN26237513,HG03710-17a-1_S3_L002_R2_001.fastq.gz,HG03710-17a-1-1_S3_L002_R1_001-1_S3_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03710,14475004769,4.67,0.525781,Similar,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-1_S3_L002_R2_001.fastq.gz,14.48,HG03710
SRR30613613,SRP305758,PRJNA701308,SAMN26237513,HG03710-17a-1_S3_L003_R2_001.fastq.gz,HG03710-17a-1-1_S3_L003_R1_001-1_S3_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03710,14730710121,4.75,0.510377,Similar,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-1_S3_L003_R2_001.fastq.gz,14.73,HG03710
SRR30613612,SRP305758,PRJNA701308,SAMN26237513,HG03710-17a-1_S3_L004_R2_001.fastq.gz,HG03710-17a-1-1_S3_L004_R1_001-1_S3_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03710,15048257469,4.85,0.530384,Similar,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-1_S3_L004_R2_001.fastq.gz,15.05,HG03710
SRR30613611,SRP305758,PRJNA701308,SAMN26237513,HG03710-17a-2_S4_L001_R2_001.fastq.gz,HG03710-17a-2-2_S4_L001_R1_001-2_S4_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03710,9638800438,3.11,0.554635,Similar,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-2_S4_L001_R2_001.fastq.gz,9.64,HG03710
SRR30613610,SRP305758,PRJNA701308,SAMN26237513,HG03710-17a-2_S4_L002_R2_001.fastq.gz,HG03710-17a-2-2_S4_L002_R1_001-2_S4_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03710,9646420196,3.11,0.534448,Similar,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-2_S4_L002_R2_001.fastq.gz,9.65,HG03710
SRR30613609,SRP305758,PRJNA701308,SAMN26237513,HG03710-17a-2_S4_L003_R2_001.fastq.gz,HG03710-17a-2-2_S4_L003_R1_001-2_S4_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03710,9783011566,3.16,0.540463,Similar,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-2_S4_L003_R2_001.fastq.gz,9.78,HG03710
SRR30613764,SRP305758,PRJNA701308,SAMN26237513,HG03710-17a-2_S4_L004_R2_001.fastq.gz,HG03710-17a-2-2_S4_L004_R1_001-2_S4_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03710,9899545541,3.19,0.580997,Similar,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-2_S4_L004_R2_001.fastq.gz,9.9,HG03710
SRR30613608,SRP305758,PRJNA701308,SAMN37706907,HG03804-06b-1_S5_L001_R2_001.fastq.gz,HG03804-06b-1-1_S5_L001_R1_001-1_S5_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03804,26819757868,8.65,0.546349,Similar,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-1_S5_L001_R2_001.fastq.gz,26.82,HG03804
SRR30613607,SRP305758,PRJNA701308,SAMN37706907,HG03804-06b-1_S5_L002_R2_001.fastq.gz,HG03804-06b-1-1_S5_L002_R1_001-1_S5_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03804,26441868051,8.53,0.537702,Similar,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-1_S5_L002_R2_001.fastq.gz,26.44,HG03804
SRR30613605,SRP305758,PRJNA701308,SAMN37706907,HG03804-06b-1_S5_L003_R2_001.fastq.gz,HG03804-06b-1-1_S5_L003_R1_001-1_S5_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03804,25986948758,8.38,0.531756,Similar,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-1_S5_L003_R2_001.fastq.gz,25.99,HG03804
SRR30613604,SRP305758,PRJNA701308,SAMN37706907,HG03804-06b-1_S5_L004_R2_001.fastq.gz,HG03804-06b-1-1_S5_L004_R1_001-1_S5_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03804,25924317485,8.36,0.530258,Similar,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-1_S5_L004_R2_001.fastq.gz,25.92,HG03804
