sample_id,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
HG00232,bam,m84081_230714_205519_s2.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_205519_s2.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,2.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396924,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230714_205519_s2_m84081_230714_205519_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,353075,7010861592,7.01,19856,405,52961,18313,19795,21716,18063,19476,21260,0.695173,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00232,bam,m84081_230714_201817_s1.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_201817_s1.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396836,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230714_201817_s1_m84081_230714_201817_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,317329,6302465374,6.3,19860,431,70267,18323,19799,21713,18065,19484,21267,0.691276,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00232,bam,m84081_230623_205201_s2.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,26.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396847,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230623_205201_s2_m84081_230623_205201_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,4459695,82640938538,82.64,18530,110,53546,16716,18822,20895,16210,18325,20354,0.516307,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00232,bam,m84081_230623_202140_s1.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,26.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396866,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,4422744,81313868165,81.31,18385,98,49595,16572,18682,20737,16076,18183,20208,0.550558,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00235,bam,m84091_230724_170222_s4.hifi_reads.bc1008.bam,s3://human-pangenomics/working/HPRC/HG00235/raw_data/PacBio_HiFi/m84091_230724_170222_s4.hifi_reads.bc1008.bam,unaligned reads,RU_Y4,32.4,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405848,PRJNA701308,SAMN41021667,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00235_PB1_m84091_230724_170222_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4889018,100350407151,100.35,20525,141,63978,17561,20992,25350,16568,19607,23582,0.480542,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00235,bam,m84091_230721_141900_s2.hifi_reads.bc1008.bam,s3://human-pangenomics/working/HPRC/HG00235/raw_data/PacBio_HiFi/m84091_230721_141900_s2.hifi_reads.bc1008.bam,unaligned reads,RU_Y4,29.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405849,PRJNA701308,SAMN41021667,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00235_PB1_m84091_230721_141900_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4537603,90629295210,90.63,19972,60,64006,17093,20339,24494,16198,19048,22813,0.500559,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00253,bam,m84091_230727_143029_s4.hifi_reads.bc1003.bam,s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_HiFi/m84091_230727_143029_s4.hifi_reads.bc1003.bam,unaligned reads,RU_Y4,28.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405807,PRJNA701308,SAMN41021666,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00253_PB1_m84091_230727_143029_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4512540,89522377853,89.52,19838,129,61986,16985,20288,24409,16026,18955,22733,0.484157,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00253,bam,m84091_230721_134835_s1.hifi_reads.bc1003.bam,s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_HiFi/m84091_230721_134835_s1.hifi_reads.bc1003.bam,unaligned reads,RU_Y4,36,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405815,PRJNA701308,SAMN41021666,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00253_PB1_m84091_230721_134835_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,5510036,111727151213,111.73,20277,55,62447,17382,20786,25025,16355,19411,23287,0.486424,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00272,bam,m84046_230719_001055_s4.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230719_001055_s4.hifi_reads.bc2087.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,21.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483208,PRJNA701308,SAMN41021659,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00272.HFSS_m84046_230719_001055_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3001821,66535915752,66.54,22165,86,60184,19451,22207,26022,18831,21277,24693,0.542628,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00272,bam,m84046_230718_223822_s1.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230718_223822_s1.hifi_reads.bc2087.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,9.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483226,PRJNA701308,SAMN41021659,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00272.HFSS_m84046_230718_223822_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1299274,28648842428,28.65,22049,201,54405,19353,22079,25872,18745,21161,24545,0.605234,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00272,bam,m84046_230716_054822_s4.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230716_054822_s4.hifi_reads.bc2087.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,19.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483227,PRJNA701308,SAMN41021659,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00272.HFSS_m84046_230716_054822_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2665556,59280573492,59.28,22239,146,71087,19487,22300,26169,18854,21337,24814,0.548297,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00272,bam,m84046_230716_051716_s3.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230716_051716_s3.hifi_reads.bc2087.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,18,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483207,PRJNA701308,SAMN41021659,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00272.HFSS_m84046_230716_051716_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2516610,55893022230,55.89,22209,70,62245,19469,22259,26112,18841,21311,24765,0.515406,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00280,bam,m64457e_220825_195635-bc2051.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_HiFi/m64457e_220825_195635-bc2051.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,14.8,17.47,HG00280.m64457e_220825_195635.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00280.m64457e_220825_195635.dc.q20.fastq.gz,6.3.0,ccs,6.3.0,SRP305758,SRR23922658,PRJNA701308,SAMN33758779,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00280.HFSS,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,2231036,45904022245,45.9,20575,89,60934,18089,20753,24064,17523,19914,23058,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG00280,bam,m64076_220831_191646-bc2051.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_HiFi/m64076_220831_191646-bc2051.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,11.4,13.65,HG00280.m64076_220831_191646.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00280.m64076_220831_191646.dc.q20.fastq.gz,6.3.0,ccs,6.3.0,SRP305758,SRR23922658,PRJNA701308,SAMN33758779,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00280.HFSS,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,1770422,35342284205,35.34,19962,83,56326,17534,19996,23256,17046,19212,22241,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG00280,bam,m54329U_220901_221341-bc2051.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_HiFi/m54329U_220901_221341-bc2051.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,15.2,17.78,HG00280.m54329U_220901_221341.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00280.m54329U_220901_221341.dc.q20.fastq.gz,6.3.0,ccs,6.3.0,SRP305758,SRR23922658,PRJNA701308,SAMN33758779,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00280.HFSS,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,2371461,47176915770,47.18,19893,87,57069,17461,19906,23180,16982,19131,22147,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG00280,bam,m84046_230628_213236_s2.hifi_reads.bc2051.bam,s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_HiFi/m84046_230628_213236_s2.hifi_reads.bc2051.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,17.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483120,PRJNA701308,SAMN33758779,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00280.HFSS_m84046_230628_213236_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2816967,55575840201,55.58,19728,165,54674,17352,19722,22899,16892,18978,21911,0.551705,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00290,bam,m84046_230712_224626_s1.hifi_reads.bc2052.bam,s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_HiFi/m84046_230712_224626_s1.hifi_reads.bc2052.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,3.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483111,PRJNA701308,SAMN41021639,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00290.HFSS_m84046_230712_224626_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,485522,11095310100,11.1,22852,299,67558,19912,22984,27160,19159,21877,25619,0.638957,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00290,bam,m84046_230630_233157_s3.bc2052--bc2052.bam,s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_HiFi/m84046_230630_233157_s3.bc2052--bc2052.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483112,PRJNA701308,SAMN41021639,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00290.HFSS_m84046_230630_233157_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1081336,24710313352,24.71,22851,248,61418,19901,23010,27163,19152,21892,25649,0.588706,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00290,bam,m84046_230627_204123_s2.hifi_reads.bc2052.bam,s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_HiFi/m84046_230627_204123_s2.hifi_reads.bc2052.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,19.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483166,PRJNA701308,SAMN41021639,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00290.HFSS_m84046_230627_204123_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2525417,59212119276,59.21,23446,71,70791,20301,23645,28142,19471,22398,26424,0.5487,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00290,bam,m84046_230627_201017_s1.hifi_reads.bc2052.bam,s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_HiFi/m84046_230627_201017_s1.hifi_reads.bc2052.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,16.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483113,PRJNA701308,SAMN41021639,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00290.HFSS_m84046_230627_201017_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2235593,52132844954,52.13,23319,95,65547,20231,23502,27916,19421,22295,26247,0.557099,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00290,bam,m84046_230623_203534_s4.hifi_reads.bc2052.bam,s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_HiFi/m84046_230623_203534_s4.hifi_reads.bc2052.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,15.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483165,PRJNA701308,SAMN41021639,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00290.HFSS_m84046_230623_203534_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2109741,48925804619,48.93,23190,81,76067,20100,23348,27768,19302,22141,26079,0.540669,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00320,bam,m84081_230610_205536_s4.hifi_reads.bc2011.bam,s3://human-pangenomics/working/HPRC/HG00320/raw_data/PacBio_HiFi/m84081_230610_205536_s4.hifi_reads.bc2011.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,39.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396920,PRJNA701308,SAMN41021632,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00320_lib1_m84081_230610_205536_s4_m84081_230610_205536_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,6188084,122345830061,122.35,19771,117,69079,17646,19363,22068,17324,18869,21103,0.497445,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00320,bam,m84081_230610_202430_s3.hifi_reads.bc2011.bam,s3://human-pangenomics/working/HPRC/HG00320/raw_data/PacBio_HiFi/m84081_230610_202430_s3.hifi_reads.bc2011.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,28.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396921,PRJNA701308,SAMN41021632,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00320_lib1_m84081_230610_202430_s3_m84081_230610_202430_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,4519882,89163244941,89.16,19726,81,60709,17642,19342,21981,17326,18861,21063,0.546375,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00321,bam,m84081_230630_193909_s2.hifi_reads.bc2015.bam,s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_HiFi/m84081_230630_193909_s2.hifi_reads.bc2015.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,2.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396916,PRJNA701308,SAMN41021636,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00321_lib1_m84081_230630_193909_s2_m84081_230630_193909_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,381838,7946873289,7.95,20812,389,49979,19059,20746,22950,18755,20362,22397,0.695914,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00321,bam,m84081_230630_190803_s1.hifi_reads.bc2015.bam,s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc2015.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,2.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396917,PRJNA701308,SAMN41021636,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00321_lib1_m84081_230630_190803_s1_m84081_230630_190803_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,322856,6703217313,6.7,20762,182,49486,19023,20701,22882,18719,20324,22343,0.711744,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00321,bam,m84081_230623_215414_s4.hifi_reads.bc2015.bam,s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_HiFi/m84081_230623_215414_s4.hifi_reads.bc2015.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,28.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396918,PRJNA701308,SAMN41021636,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00321_lib1_m84081_230623_215414_s4_m84081_230623_215414_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,4480452,87052360386,87.05,19429,100,58041,17309,19749,22192,16717,19122,21494,0.550238,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00321,bam,m84081_230623_212309_s3.hifi_reads.bc2015.bam,s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_HiFi/m84081_230623_212309_s3.hifi_reads.bc2015.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,28.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396919,PRJNA701308,SAMN41021636,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00321_lib1_m84081_230623_212309_s3_m84081_230623_212309_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,4540789,87765176697,87.77,19328,121,54945,17219,19652,22061,16644,19027,21383,0.506272,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00323,bam,m64136_220712_144943-bc1016.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m64136_220712_144943-bc1016.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.2,12.3,HG00323.m64136_220712_144943.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64136_220712_144943.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732294,PRJNA701308,SAMN33621942,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00323_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1813262,34715893912,34.72,19145,61,59292,16716,19311,22414,16227,18433,21488,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG00323,bam,m64136_220710_175208-bc1016.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m64136_220710_175208-bc1016.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.9,12.17,HG00323.m64136_220710_175208.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64136_220710_175208.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732294,PRJNA701308,SAMN33621942,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00323_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1775333,33941426923,33.94,19118,52,62063,16692,19270,22381,16209,18393,21456,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG00323,bam,m64136_220708_205611-bc1016.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m64136_220708_205611-bc1016.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.8,11.82,HG00323.m64136_220708_205611.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64136_220708_205611.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732294,PRJNA701308,SAMN33621942,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00323_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1744844,33478490857,33.48,19187,61,61839,16743,19365,22473,16250,18478,21546,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG00323,bam,m64043_220728_173215-bc1016.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m64043_220728_173215-bc1016.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,2.2,2.43,HG00323.m64043_220728_173215.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64043_220728_173215.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732294,PRJNA701308,SAMN33621942,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00323_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,316229,6741622889,6.74,21318,62,51718,19395,21416,23864,18987,20930,23238,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG00323,bam,m84081_230624_220437_s4.hifi_reads.bc1016.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m84081_230624_220437_s4.hifi_reads.bc1016.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,4.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00323_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,697824,13179281613,13.18,18886,70,51131,16525,18931,22049,16092,18114,21133,0.670761,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00323,bam,m84081_230624_213331_s3.hifi_reads.bc1016.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m84081_230624_213331_s3.hifi_reads.bc1016.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,4.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00323_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,766159,14435835846,14.44,18841,208,58203,16491,18872,21990,16069,18060,21073,0.635922,TRUE,,TRUE,FALSE,2.7.1,2.0701
