DeepConsensus_version,MM_tag,N25,N50,N75,accession,bioproject_accession,biosample_accession,ccs_algorithm,coverage,data_type,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,library_ID,library_layout,library_selection,library_source,library_strategy,max,mean,min,notes,ntsm_score,path,platform,polymerase_version,production,quartile_25,quartile_50,quartile_75,sample_ID,seq_plate_chemistry_version,shear_method,size_selection,study,title,total_Gbp,total_bp,total_reads,deepconsensus_file,deepconsensus_path,deepconsensus_coverage
,True,15357,16170,17053,,,,7.0.0,,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84081_230630_204121_s4.hifi_reads.bc1012.bam,bam,tgraves@wustl.edu,Washington University,PacBio Revio,HG03834_lib1,single,size fractionation,GENOMIC,WGS,45856.0,16149,90.0,,0.589994,s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_HiFi/m84081_230630_204121_s4.hifi_reads.bc1012.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year3_TopUp,15277,16073,16954,HG03834,Revio C1,Megaruptor 1,SageELF,,,41.49,41489915819,2569185,,,
,True,14957,15772,16865,,,,7.0.0,,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84081_230630_190803_s1.hifi_reads.bc1008.bam,bam,tgraves@wustl.edu,Washington University,PacBio Revio,HG06807_lib1,single,size fractionation,GENOMIC,WGS,57913.0,16445,107.0,,0.671643,s3://human-pangenomics/working/HPRC_PLUS/HG06807/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc1008.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year3_TopUp,14848,15599,16544,HG06807,Revio C1,Megaruptor 1,SageELF,,,32.8,32803364277,1994656,,,
,True,14972,15796,16917,,,,7.0.0,,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84081_230630_193909_s2.hifi_reads.bc1008.bam,bam,tgraves@wustl.edu,Washington University,PacBio Revio,HG06807_lib1,single,size fractionation,GENOMIC,WGS,54644.0,16512,75.0,,0.646441,s3://human-pangenomics/working/HPRC_PLUS/HG06807/raw_data/PacBio_HiFi/m84081_230630_193909_s2.hifi_reads.bc1008.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year3_TopUp,14859,15616,16573,HG06807,Revio C1,Megaruptor 1,SageELF,,,37.92,37917439171,2296237,,,
,True,16521,17794,19273,,,,7.0.0,,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84081_230628_194051_s3.hifi_reads.bc1015.bam,bam,tgraves@wustl.edu,Washington University,PacBio Revio,NA18612_lib1,single,size fractionation,GENOMIC,WGS,49005.0,17753,220.0,,0.606941,s3://human-pangenomics/working/HPRC/NA18612/raw_data/PacBio_HiFi/m84081_230628_194051_s3.hifi_reads.bc1015.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year3_TopUp,16314,17561,18987,NA18612,Revio C1,Megaruptor 1,SageELF,,,29.77,29767104463,1676690,,,
,True,16538,17814,19298,,,,7.0.0,,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84081_230628_201157_s4.hifi_reads.bc1015.bam,bam,tgraves@wustl.edu,Washington University,PacBio Revio,NA18612_lib1,single,size fractionation,GENOMIC,WGS,43604.0,17775,170.0,,0.627536,s3://human-pangenomics/working/HPRC/NA18612/raw_data/PacBio_HiFi/m84081_230628_201157_s4.hifi_reads.bc1015.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year3_TopUp,16330,17581,19010,NA18612,Revio C1,Megaruptor 1,SageELF,,,30.95,30945118200,1740913,,,
,True,15593,17378,20092,,,,7.0.0,,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84081_230628_183924_s1.hifi_reads.bc1011.bam,bam,tgraves@wustl.edu,Washington University,PacBio Revio,NA18971_lib1,single,size fractionation,GENOMIC,WGS,54403.0,17545,143.0,,0.597669,s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1011.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year3_TopUp,15221,16836,19149,NA18971,Revio C1,Megaruptor 1,SageELF,,,40.08,40082550347,2284487,,,
,True,15643,17464,20254,,,,7.0.0,,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84081_230628_190945_s2.hifi_reads.bc1011.bam,bam,tgraves@wustl.edu,Washington University,PacBio Revio,NA18971_lib1,single,size fractionation,GENOMIC,WGS,51409.0,17636,132.0,,0.551225,s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1011.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year3_TopUp,15264,16903,19276,NA18971,Revio C1,Megaruptor 1,SageELF,,,42.18,42177649533,2391474,,,
,True,16131,18654,21737,,,,7.0.0,,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84081_230728_191731_s1.hifi_reads.bc2027.bam,bam,tgraves@wustl.edu,Washington University,PacBio Revio,NA20805_lib1,single,size fractionation,GENOMIC,WGS,55626.0,18602,76.0,,0.583215,s3://human-pangenomics/working/HPRC/NA20805/raw_data/PacBio_HiFi/m84081_230728_191731_s1.hifi_reads.bc2027.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year3_TopUp,15741,17684,20859,NA20805,Revio C1,Megaruptor 1,SageELF,,,45.37,45368265781,2438787,,,
,0.0,15294,16821,18566,SRR13684290,PRJNA701308,SAMN17861232,ccs 4.0.0 (commit SL-release-8.0.0),11.1,unaligned reads,HiFi sequencing of 17kb fractionated gDNA,m54329U_200201_051510.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01123_HiFiEx_f2,single,size fractionation,GENOMIC,WGS,43126.0,16675,46.0,,,s3://human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m54329U_200201_051510.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,14984,16468,18160,HG01123,C2.0,g-TUBE,SageELF,SRP305758,,34.55,34554070679,2072143,HG01123.m54329U_200201_051510.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01123/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01123.m54329U_200201_051510.dc.q20.fastq.gz,13.0
,0.0,17398,19748,22588,SRR13684289,PRJNA701308,SAMN17861233,ccs 4.0.0 (commit SL-release-8.0.0),8.4,unaligned reads,HiFi sequencing of 21kb fractionated gDNA,m64076_200306_185917.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01258.HiFiEx_f1,single,size fractionation,GENOMIC,WGS,49803.0,19234,44.0,,,s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200306_185917.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,16739,18969,21696,HG01258,C2.0,g-TUBE,SageELF,SRP305758,,26.04,26041896578,1353905,HG01258.m64076_200306_185917.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01258.m64076_200306_185917.dc.q20.fastq.gz,10.12
,0.0,17038,18766,20859,SRR13684283,PRJNA701308,SAMN17861234,ccs 4.0.0 (commit SL-release-8.0.0),9.7,unaligned reads,HiFi sequencing of 18kb fractionated gDNA,m64076_200201_051547.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01358_HiFiEx_f1,single,size fractionation,GENOMIC,WGS,50034.0,18670,47.0,,,s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200201_051547.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,16676,18344,20318,HG01358,C2.0,g-TUBE,SageELF,SRP305758,,30.07,30068543676,1610516,HG01358.m64076_200201_051547.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01358/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01358.m64076_200201_051547.dc.q20.fastq.gz,11.44
,0.0,18270,20039,22241,SRR13684282,PRJNA701308,SAMN17861235,ccs 4.0.0 (commit SL-release-8.0.0),10.7,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54329U_200306_185930.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01361.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,49882.0,20024,46.0,,,s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200306_185930.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,17940,19628,21705,HG01361,C2.0,g-TUBE,SageELF,SRP305758,,33.29,33289500589,1662447,HG01361.m54329U_200306_185930.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01361/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01361.m54329U_200306_185930.dc.q20.fastq.gz,12.57
,0.0,18952,19881,20718,SRR13684281,PRJNA701308,SAMN17861235,ccs 4.0.0 (commit SL-release-8.0.0),2.2,unaligned reads,HiFi sequencing of 21kb fractionated gDNA,m64076_200221_234426.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01361.HiFiEx_f6,single,size fractionation,GENOMIC,WGS,42847.0,19178,45.0,,,s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200221_234426.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,18750,19745,20615,HG01361,C2.0,g-TUBE,SageELF,SRP305758,,6.76,6760635369,352516,HG01361.m64076_200221_234426.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01361/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01361.m64076_200221_234426.dc.q20.fastq.gz,2.66
,0.0,15912,17016,18263,SRR13684280,PRJNA701308,SAMN17861236,ccs 4.0.0 (commit SL-release-8.0.0),8.7,unaligned reads,HiFi sequencing of 18kb fractionated gDNA,m54329U_200124_193652.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01891.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,43693.0,16990,47.0,,,s3://human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200124_193652.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,15765,16844,18071,HG01891,C2.0,g-TUBE,SageELF,SRP305758,,27.12,27122049640,1596347,HG01891.m54329U_200124_193652.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01891/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01891.m54329U_200124_193652.dc.q20.fastq.gz,10.29
,0.0,17578,19101,20919,SRR13684279,PRJNA701308,SAMN17861237,ccs 4.0.0 (commit SL-release-8.0.0),6.4,unaligned reads,HiFi sequencing of 21kb fractionated gDNA,m64076_200125_231256.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02257.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,49634.0,19086,48.0,,,s3://human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_HiFi/m64076_200125_231256.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,17321,18791,20528,HG02257,C2.0,g-TUBE,SageELF,SRP305758,,19.71,19712196692,1032799,HG02257.m64076_200125_231256.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02257/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02257.m64076_200125_231256.dc.q20.fastq.gz,7.99
,0.0,18400,19709,21393,SRR13684278,PRJNA701308,SAMN17861238,ccs 4.0.0 (commit SL-release-8.0.0),5.8,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m54329U_200215_021808.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02486.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,49591.0,19809,46.0,,,s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m54329U_200215_021808.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,18232,19469,21079,HG02486,C2.0,g-TUBE,SageELF,SRP305758,,18.06,18059386105,911631,HG02486.m54329U_200215_021808.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200215_021808.dc.q20.fastq.gz,7.08
,0.0,16829,18345,20156,SRR13684277,PRJNA701308,SAMN17861238,ccs 4.0.0 (commit SL-release-8.0.0),8.7,unaligned reads,HiFi sequencing of 18kb fractionated gDNA,m54329U_200313_161638.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02486.HiFiEx2_f2,single,size fractionation,GENOMIC,WGS,49122.0,18326,47.0,,,s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m54329U_200313_161638.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,16560,18020,19749,HG02486,C2.0,g-TUBE,SageELF,SRP305758,,26.98,26976692024,1472019,HG02486.m54329U_200313_161638.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200313_161638.dc.q20.fastq.gz,10.14
,0.0,20111,20780,21460,SRR13684276,PRJNA701308,SAMN17861238,ccs 4.0.0 (commit SL-release-8.0.0),0.3,unaligned reads,HiFi sequencing of 19kb fractionated gDNA,m64076_200211_192227.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02486.HiFiEx_b6,single,size fractionation,GENOMIC,WGS,30053.0,20506,45.0,,,s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m64076_200211_192227.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,20033,20719,21404,HG02486,C2.0,g-TUBE,SageELF,SRP305758,,1.03,1028856517,50172,HG02486.m64076_200211_192227.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m64076_200211_192227.dc.q20.fastq.gz,0.4
,0.0,19052,19960,20835,SRR13684288,PRJNA701308,SAMN17861239,ccs 4.0.0 (commit SL-release-8.0.0),2.2,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54329U_200211_192235.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02559.HiFiEx_b6,single,size fractionation,GENOMIC,WGS,37258.0,19761,48.0,,,s3://human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m54329U_200211_192235.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,18953,19868,20760,HG02559,C2.0,g-TUBE,SageELF,SRP305758,,6.84,6838204744,346033,HG02559.m54329U_200211_192235.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m54329U_200211_192235.dc.q20.fastq.gz,2.73
,0.0,18769,20412,22456,SRR13684287,PRJNA701308,SAMN17861239,ccs 4.0.0 (commit SL-release-8.0.0),10.4,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54329U_200217_055345.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02559.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,50075.0,20473,47.0,,,s3://human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m54329U_200217_055345.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,18489,20058,21980,HG02559,C2.0,g-TUBE,SageELF,SRP305758,,32.26,32259514307,1575697,HG02559.m54329U_200217_055345.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m54329U_200217_055345.dc.q20.fastq.gz,13.01
,0.0,18307,20106,22336,SRR13684286,PRJNA701308,SAMN17861240,ccs 4.0.0 (commit SL-release-8.0.0),8.3,unaligned reads,HiFi sequencing of 21kb fractionated gDNA,m54329U_200319_002813.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02572.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,50301.0,20082,46.0,,,s3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m54329U_200319_002813.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,17971,19670,21779,HG02572,C2.0,g-TUBE,SageELF,SRP305758,,25.59,25594226013,1274460,HG02572.m54329U_200319_002813.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02572/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02572.m54329U_200319_002813.dc.q20.fastq.gz,9.85
,0.0,16807,18511,20742,SRR13684285,PRJNA701308,SAMN17861241,ccs 4.0.0 (commit SL-release-8.0.0),10.6,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54329U_200610_234222.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03516_HiFiEx_mix,single,size fractionation,GENOMIC,WGS,50324.0,18582,47.0,,,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200610_234222.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,16469,18063,20094,HG03516,C2.0,g-TUBE,SageELF,SRP305758,,33.01,33007183462,1776238,HG03516.m54329U_200610_234222.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200610_234222.dc.q20.fastq.gz,13.07
,0.0,15223,16722,18436,SRR13684290,PRJNA701308,SAMN17861232,ccs 4.0.0 (commit SL-release-8.0.0),8.7,unaligned reads,HiFi sequencing of 17kb fractionated gDNA,m54329U_200203_181235.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01123_HiFiEx_f2,single,size fractionation,GENOMIC,WGS,39876.0,16577,45.0,,,s3://human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m54329U_200203_181235.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,14919,16380,18039,HG01123,C2.0,g-TUBE,SageELF,SRP305758,,27.01,27013827793,1629549,HG01123.m54329U_200203_181235.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01123/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01123.m54329U_200203_181235.dc.q20.fastq.gz,10.57
,0.0,18172,20670,23557,SRR13684289,PRJNA701308,SAMN17861233,ccs 4.0.0 (commit SL-release-8.0.0),9.5,unaligned reads,HiFi sequencing of 21kb fractionated gDNA,m64076_200308_194406.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01258.HiFiEx_f1,single,size fractionation,GENOMIC,WGS,49891.0,20258,46.0,,,s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200308_194406.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,17537,19892,22696,HG01258,C2.0,g-TUBE,SageELF,SRP305758,,29.31,29310691456,1446864,HG01258.m64076_200308_194406.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01258.m64076_200308_194406.dc.q20.fastq.gz,11.49
,0.0,16771,18467,20512,SRR13684283,PRJNA701308,SAMN17861234,ccs 4.0.0 (commit SL-release-8.0.0),10.5,unaligned reads,HiFi sequencing of 18kb fractionated gDNA,m64076_200203_181219.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01358_HiFiEx_f1,single,size fractionation,GENOMIC,WGS,49139.0,18338,44.0,,,s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200203_181219.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,16407,18053,19983,HG01358,C2.0,g-TUBE,SageELF,SRP305758,,32.63,32630636515,1779397,HG01358.m64076_200203_181219.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01358/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01358.m64076_200203_181219.dc.q20.fastq.gz,12.55
,0.0,18151,19909,22098,SRR13684282,PRJNA701308,SAMN17861235,ccs 4.0.0 (commit SL-release-8.0.0),10.7,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54329U_200308_194417.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01361.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,49129.0,19894,48.0,,,s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200308_194417.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,17820,19497,21563,HG01361,C2.0,g-TUBE,SageELF,SRP305758,,33.24,33241454353,1670892,HG01361.m54329U_200308_194417.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01361/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01361.m54329U_200308_194417.dc.q20.fastq.gz,12.65
,0.0,15942,17054,18300,SRR13684280,PRJNA701308,SAMN17861236,ccs 4.0.0 (commit SL-release-8.0.0),9.6,unaligned reads,HiFi sequencing of 18kb fractionated gDNA,m54329U_200127_180554.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG01891.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,42906.0,17023,46.0,,,s3://human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200127_180554.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,15793,16880,18110,HG01891,C2.0,g-TUBE,SageELF,SRP305758,,29.88,29883779569,1755465,HG01891.m54329U_200127_180554.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01891/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01891.m54329U_200127_180554.dc.q20.fastq.gz,11.4
,0.0,17658,19206,21077,SRR13684279,PRJNA701308,SAMN17861237,ccs 4.0.0 (commit SL-release-8.0.0),10.3,unaligned reads,HiFi sequencing of 21kb fractionated gDNA,m64076_200127_180545.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02257.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,50471.0,19202,46.0,,,s3://human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_HiFi/m64076_200127_180545.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,17393,18884,20665,HG02257,C2.0,g-TUBE,SageELF,SRP305758,,31.79,31789384503,1655490,HG02257.m64076_200127_180545.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02257/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02257.m64076_200127_180545.dc.q20.fastq.gz,12.22
,0.0,16803,18321,20131,SRR13684277,PRJNA701308,SAMN17861238,ccs 4.0.0 (commit SL-release-8.0.0),8.9,unaligned reads,HiFi sequencing of 18kb fractionated gDNA,m54329U_200315_215927.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02486.HiFiEx2_f2,single,size fractionation,GENOMIC,WGS,50334.0,18301,48.0,,,s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m54329U_200315_215927.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,16539,17995,19722,HG02486,C2.0,g-TUBE,SageELF,SRP305758,,27.66,27656723390,1511142,HG02486.m54329U_200315_215927.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200315_215927.dc.q20.fastq.gz,10.38
,0.0,18687,20318,22342,SRR13684287,PRJNA701308,SAMN17861239,ccs 4.0.0 (commit SL-release-8.0.0),10.1,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54329U_200219_181523.ccs.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG02559.HiFiEx_f2,single,size fractionation,GENOMIC,WGS,50580.0,20372,43.0,,,s3://human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m54329U_200219_181523.ccs.bam,PACBIO_SMRT,P2.0,UW_HPRC_HiFi_Y1,18411,19968,21870,HG02559,C2.0,g-TUBE,SageELF,SRP305758,,31.28,31278743348,1535338,HG02559.m54329U_200219_181523.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m54329U_200219_181523.dc.q20.fastq.gz,12.37
