sample_id,filename,accession,study,bioproject_accession,biosample_accession,library_id,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,assembly,data_type,filetype,library_layout,library_selection,shear_method,title,total_bp,coverage,ntsm_score,path,total_gbp,production,basecaller,basecaller_version
HG00128,HG00128-1_FC2_S9_L004_R1_001.fastq.gz,SRR30310906,SRP305758,PRJNA701308,SAMN41021641,HG00128-1_FC2_S9_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00128,17480349957,5.64,0.498659,s3://human-pangenomics/working/HPRC/HG00128/raw_data/hic/HG00128-1_FC2_S9_L004_R1_001.fastq.gz,17.48,HiC,,
HG00128,HG00128-2_FC1_S10_L004_R1_001.fastq.gz,SRR30310895,SRP305758,PRJNA701308,SAMN41021641,HG00128-2_FC1_S10_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00128,17124632311,5.52,0.519285,s3://human-pangenomics/working/HPRC/HG00128/raw_data/hic/HG00128-2_FC1_S10_L004_R1_001.fastq.gz,17.12,HiC,,
HG00128,HG00128-2_FC2_S10_L004_R1_001.fastq.gz,SRR30310884,SRP305758,PRJNA701308,SAMN41021641,HG00128-2_FC2_S10_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00128,16272984308,5.25,0.558467,s3://human-pangenomics/working/HPRC/HG00128/raw_data/hic/HG00128-2_FC2_S10_L004_R1_001.fastq.gz,16.27,HiC,,
HG00133,HG00133-1_FC1_S5_L004_R2_001.fastq.gz,SRR30310849,SRP305758,PRJNA701308,SAMN41021638,HG00133-1_FC1_S5_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,21805365041,7.03,0.481832,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-1_FC1_S5_L004_R2_001.fastq.gz,21.81,HiC,,
HG00133,HG00133-1_FC2_S5_L004_R2_001.fastq.gz,SRR30310838,SRP305758,PRJNA701308,SAMN41021638,HG00133-1_FC2_S5_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,20487595742,6.61,0.453404,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-1_FC2_S5_L004_R2_001.fastq.gz,20.49,HiC,,
HG00133,HG00133-2_FC1_S6_L004_R2_001.fastq.gz,SRR30310979,SRP305758,PRJNA701308,SAMN41021638,HG00133-2_FC1_S6_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,15627199286,5.04,0.513267,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-2_FC1_S6_L004_R2_001.fastq.gz,15.63,HiC,,
HG00133,HG00133-2_FC2_S6_L004_R2_001.fastq.gz,SRR30310968,SRP305758,PRJNA701308,SAMN41021638,HG00133-2_FC2_S6_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,14710505617,4.75,0.527565,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-2_FC2_S6_L004_R2_001.fastq.gz,14.71,HiC,,
HG00133,HG00133-1_FC1_S5_L004_R1_001.fastq.gz,SRR30310849,SRP305758,PRJNA701308,SAMN41021638,HG00133-1_FC1_S5_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,21805365041,7.03,0.481832,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-1_FC1_S5_L004_R1_001.fastq.gz,21.81,HiC,,
HG00133,HG00133-1_FC2_S5_L004_R1_001.fastq.gz,SRR30310838,SRP305758,PRJNA701308,SAMN41021638,HG00133-1_FC2_S5_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,20487595742,6.61,0.453404,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-1_FC2_S5_L004_R1_001.fastq.gz,20.49,HiC,,
HG00133,HG00133-2_FC1_S6_L004_R1_001.fastq.gz,SRR30310979,SRP305758,PRJNA701308,SAMN41021638,HG00133-2_FC1_S6_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,15627199286,5.04,0.513267,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-2_FC1_S6_L004_R1_001.fastq.gz,15.63,HiC,,
HG00133,HG00133-2_FC2_S6_L004_R1_001.fastq.gz,SRR30310968,SRP305758,PRJNA701308,SAMN41021638,HG00133-2_FC2_S6_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,14710505617,4.75,0.527565,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-2_FC2_S6_L004_R1_001.fastq.gz,14.71,HiC,,
HG00140,HG00140-1_S22_L001_R1_001.fastq.gz,SRR30242464,SRP305758,PRJNA701308,SAMN33621941,HG00140-1_S22_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,37024993829,11.94,0.525447,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L001_R1_001.fastq.gz,37.02,HiC,,
HG00140,HG00140-1_S22_L002_R1_001.fastq.gz,SRR30242456,SRP305758,PRJNA701308,SAMN33621941,HG00140-1_S22_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,38093038178,12.29,0.510349,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L002_R1_001.fastq.gz,38.09,HiC,,
HG00140,HG00140-1_S22_L003_R1_001.fastq.gz,SRR30242405,SRP305758,PRJNA701308,SAMN33621941,HG00140-1_S22_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,36160735792,11.66,0.497501,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L003_R1_001.fastq.gz,36.16,HiC,,
HG00140,HG00140-1_S22_L004_R1_001.fastq.gz,SRR30242394,SRP305758,PRJNA701308,SAMN33621941,HG00140-1_S22_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,37251792722,12.02,0.464198,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L004_R1_001.fastq.gz,37.25,HiC,,
HG00140,HG00140-2_S30_L001_R1_001.fastq.gz,SRR30242383,SRP305758,PRJNA701308,SAMN33621941,HG00140-2_S30_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,11657507684,3.76,0.605446,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L001_R1_001.fastq.gz,11.66,HiC,,
HG00140,HG00140-2_S30_L002_R1_001.fastq.gz,SRR30242372,SRP305758,PRJNA701308,SAMN33621941,HG00140-2_S30_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,11961656403,3.86,0.595329,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L002_R1_001.fastq.gz,11.96,HiC,,
HG00140,HG00140-2_S30_L003_R1_001.fastq.gz,SRR30242364,SRP305758,PRJNA701308,SAMN33621941,HG00140-2_S30_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,11381920704,3.67,0.605152,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L003_R1_001.fastq.gz,11.38,HiC,,
HG00140,HG00140-2_S30_L004_R1_001.fastq.gz,SRR30242350,SRP305758,PRJNA701308,SAMN33621941,HG00140-2_S30_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,11682855823,3.77,0.611291,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L004_R1_001.fastq.gz,11.68,HiC,,
HG00140,HG00140-1_S22_L001_R2_001.fastq.gz,SRR30242464,SRP305758,PRJNA701308,SAMN33621941,HG00140-1_S22_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,37022701013,11.94,0.502603,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L001_R2_001.fastq.gz,37.02,HiC,,
HG00140,HG00140-1_S22_L002_R2_001.fastq.gz,SRR30242456,SRP305758,PRJNA701308,SAMN33621941,HG00140-1_S22_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,38090056712,12.29,0.458847,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L002_R2_001.fastq.gz,38.09,HiC,,
HG00140,HG00140-1_S22_L003_R2_001.fastq.gz,SRR30242405,SRP305758,PRJNA701308,SAMN33621941,HG00140-1_S22_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,36158028520,11.66,0.461085,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L003_R2_001.fastq.gz,36.16,HiC,,
HG00140,HG00140-1_S22_L004_R2_001.fastq.gz,SRR30242394,SRP305758,PRJNA701308,SAMN33621941,HG00140-1_S22_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,37249046997,12.02,0.478879,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L004_R2_001.fastq.gz,37.25,HiC,,
HG00140,HG00140-2_S30_L001_R2_001.fastq.gz,SRR30242383,SRP305758,PRJNA701308,SAMN33621941,HG00140-2_S30_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,11656900126,3.76,0.578836,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L001_R2_001.fastq.gz,11.66,HiC,,
HG00140,HG00140-2_S30_L002_R2_001.fastq.gz,SRR30242372,SRP305758,PRJNA701308,SAMN33621941,HG00140-2_S30_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,11960834436,3.86,0.558096,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L002_R2_001.fastq.gz,11.96,HiC,,
HG00140,HG00140-2_S30_L003_R2_001.fastq.gz,SRR30242364,SRP305758,PRJNA701308,SAMN33621941,HG00140-2_S30_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,11381178346,3.67,0.584642,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L003_R2_001.fastq.gz,11.38,HiC,,
HG00140,HG00140-2_S30_L004_R2_001.fastq.gz,SRR30242350,SRP305758,PRJNA701308,SAMN33621941,HG00140-2_S30_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00140,11682118798,3.77,0.605834,s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L004_R2_001.fastq.gz,11.68,HiC,,
HG00146,HG00146-1_FC1_S5_L003_R2_001.fastq.gz,SRR30310957,SRP305758,PRJNA701308,SAMN41021634,HG00146-1_FC1_S5_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,26496294197,8.55,0.461355,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC1_S5_L003_R2_001.fastq.gz,26.5,HiC,,
HG00146,HG00146-1_FC2_S5_L003_R2_001.fastq.gz,SRR30310922,SRP305758,PRJNA701308,SAMN41021634,HG00146-1_FC2_S5_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,27358753045,8.83,0.476218,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC2_S5_L003_R2_001.fastq.gz,27.36,HiC,,
HG00146,HG00146-2_FC1_S6_L003_R2_001.fastq.gz,SRR30310911,SRP305758,PRJNA701308,SAMN41021634,HG00146-2_FC1_S6_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,23962537602,7.73,0.50744,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-2_FC1_S6_L003_R2_001.fastq.gz,23.96,HiC,,
HG00146,HG00146-2_FC2_S6_L003_R2_001.fastq.gz,SRR30310876,SRP305758,PRJNA701308,SAMN41021634,HG00146-2_FC2_S6_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,24830283262,8.01,0.501278,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-2_FC2_S6_L003_R2_001.fastq.gz,24.83,HiC,,
HG00146,HG00146-1_FC1_S5_L003_R1_001.fastq.gz,SRR30310957,SRP305758,PRJNA701308,SAMN41021634,HG00146-1_FC1_S5_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,26496294197,8.55,0.461355,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC1_S5_L003_R1_001.fastq.gz,26.5,HiC,,
HG00146,HG00146-1_FC2_S5_L003_R1_001.fastq.gz,SRR30310922,SRP305758,PRJNA701308,SAMN41021634,HG00146-1_FC2_S5_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,27358753045,8.83,0.476218,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC2_S5_L003_R1_001.fastq.gz,27.36,HiC,,
HG00146,HG00146-2_FC1_S6_L003_R1_001.fastq.gz,SRR30310911,SRP305758,PRJNA701308,SAMN41021634,HG00146-2_FC1_S6_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,23962537602,7.73,0.50744,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-2_FC1_S6_L003_R1_001.fastq.gz,23.96,HiC,,
HG00146,HG00146-2_FC2_S6_L003_R1_001.fastq.gz,SRR30310876,SRP305758,PRJNA701308,SAMN41021634,HG00146-2_FC2_S6_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,24830283262,8.01,0.501278,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-2_FC2_S6_L003_R1_001.fastq.gz,24.83,HiC,,
HG002,HG002.HiC_1_NovaSeq_1_S1_L001_R1_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,42436063378,13.69,0.471081,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_1_S1_L001_R1_001.fastq.gz,42.44,add_to_index,,
HG002,HG002.HiC_1_NovaSeq_1_S1_L001_R2_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,42385042699,13.67,0.431166,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_1_S1_L001_R2_001.fastq.gz,42.39,add_to_index,,
HG002,HG002.HiC_1_NovaSeq_1_S1_L002_R1_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,42269902837,13.64,0.489406,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_1_S1_L002_R1_001.fastq.gz,42.27,add_to_index,,
HG002,HG002.HiC_1_NovaSeq_1_S1_L002_R2_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,42227683030,13.62,0.43749,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_1_S1_L002_R2_001.fastq.gz,42.23,add_to_index,,
HG002,HG002.HiC_1_NovaSeq_2_S2_L001_R1_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,39286094077,12.67,0.46986,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_2_S2_L001_R1_001.fastq.gz,39.29,add_to_index,,
HG002,HG002.HiC_1_NovaSeq_2_S2_L001_R2_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,39253403759,12.66,0.421647,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_2_S2_L001_R2_001.fastq.gz,39.25,add_to_index,,
HG002,HG002.HiC_1_NovaSeq_2_S2_L002_R1_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,39190201295,12.64,0.472326,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_2_S2_L002_R1_001.fastq.gz,39.19,add_to_index,,
HG002,HG002.HiC_1_NovaSeq_2_S2_L002_R2_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,39164931162,12.63,0.436852,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_2_S2_L002_R2_001.fastq.gz,39.16,add_to_index,,
HG002,HG002.HiC_1_NovaSeq_3_S3_L001_R1_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_3,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,40257325199,12.99,0.483453,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_3_S3_L001_R1_001.fastq.gz,40.26,add_to_index,,
HG002,HG002.HiC_1_NovaSeq_3_S3_L001_R2_001.fastq.gz,,SRP320775,PRJNA731524,SAMN03283347,HG002.HiC_1_NovaSeq_3,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG002,40214479776,12.97,0.423822,s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_1_NovaSeq_3_S3_L001_R2_001.fastq.gz,40.21,add_to_index,,
