sample_id,read_files_downsampled,number_of_read_files_downsampled,total_coverage_downsampled,number_of_cores_per_task_downsampled,mapper_preset,kmer_size,read_files,number_of_read_files,total_coverage,coverage,number_of_cores_per_task,instrument_model,hmm_flagger_window_size,hmm_flagger_alpha_tsv
HG03343,"['s3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231027_195514_s2.hifi_reads.bc2067.bam', 's3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231029_020543_s2.hifi_reads.bc2067.bam', 's3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231112_023836_s2.hifi_reads.bc2067.bam', 's3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2067.bam', 's3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2067.bam']",5,60.8,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231027_195514_s2.hifi_reads.bc2067.bam', 's3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231029_020543_s2.hifi_reads.bc2067.bam', 's3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231112_023836_s2.hifi_reads.bc2067.bam', 's3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2067.bam', 's3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2067.bam', 's3://human-pangenomics/working/HPRC/HG03343/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2067.bam']",6,62.0,"[25.9, 24.6, 7.7, 1.2, 1.3, 1.3]",10,"['Revio', 'Revio', 'Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03369,"['s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230727_135923_s3.hifi_reads.bc1009.bam', 's3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230721_145006_s3.hifi_reads.bc1009.bam']",2,61.5,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230721_145006_s3.hifi_reads.bc1009.bam', 's3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230727_135923_s3.hifi_reads.bc1009.bam']",2,61.5,"[29.6, 31.9]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03372,"['s3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_HiFi/m84091_240308_212739_s2.hifi_reads.bc1003.bam', 's3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_HiFi/m84091_231106_201855_s1.hifi_reads.bc1003.bam', 's3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_HiFi/m84091_231214_204105_s2.hifi_reads.bc1003.bam']",3,66.2,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_HiFi/m84091_231106_201855_s1.hifi_reads.bc1003.bam', 's3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_HiFi/m84091_231214_204105_s2.hifi_reads.bc1003.bam', 's3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_HiFi/m84091_240308_212739_s2.hifi_reads.bc1003.bam']",3,66.2,"[26.7, 11.8, 27.7]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03388,"['s3://human-pangenomics/working/HPRC/HG03388/raw_data/PacBio_HiFi/m84081_231207_210341_s3.hifi_reads.bc2003.bam', 's3://human-pangenomics/working/HPRC/HG03388/raw_data/PacBio_HiFi/m84081_231207_213447_s4.hifi_reads.bc2003.bam']",2,80.7,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03388/raw_data/PacBio_HiFi/m84081_231207_210341_s3.hifi_reads.bc2003.bam', 's3://human-pangenomics/working/HPRC/HG03388/raw_data/PacBio_HiFi/m84081_231207_213447_s4.hifi_reads.bc2003.bam']",2,80.69999999999999,"[41.8, 38.9]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03445,"['s3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_HiFi/m84091_240311_162534_s1.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_HiFi/m84091_240110_204947_s3.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_HiFi/m84091_240315_193817_s2.hifi_reads.bc1015.bam']",3,63.3,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_HiFi/m84091_240110_204947_s3.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_HiFi/m84091_240311_162534_s1.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_HiFi/m84091_240315_193817_s2.hifi_reads.bc1015.bam']",3,63.300000000000004,"[21.0, 27.7, 14.6]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03457,"['s3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230728_195023_s2.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230728_205153_s4.hifi_reads.bc2093.bam']",5,61.8,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230728_195023_s2.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230728_205153_s4.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG03457/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2093.bam']",5,61.800000000000004,"[12.8, 15.3, 10.3, 13.0, 10.4]",12,"['Revio', 'Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03521,"['s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.bc2084.bam', 's3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_064007_s2.hifi_reads.bc2084.bam', 's3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_060901_s1.hifi_reads.bc2084.bam']",3,67.3,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_064007_s2.hifi_reads.bc2084.bam', 's3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_060901_s1.hifi_reads.bc2084.bam', 's3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.bc2084.bam']",3,67.3,"[18.1, 16.9, 32.3]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03583,"['s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230712_170232_s2.hifi_reads.bc1020.bam', 's3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230727_132817_s2.hifi_reads.bc1020.bam', 's3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1020.bam', 's3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230719_172335_s4.hifi_reads.bc1020.bam']",4,57.1,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230712_170232_s2.hifi_reads.bc1020.bam', 's3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230719_172335_s4.hifi_reads.bc1020.bam', 's3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230727_132817_s2.hifi_reads.bc1020.bam', 's3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1020.bam']",4,57.099999999999994,"[28.9, 0.0, 23.7, 4.5]",16,"['Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03611,"['s3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230502_203455_s3.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230428_224315_s2.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230502_210601_s4.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230508_193709_s3.hifi_reads.bc2095.bam']",4,62.2,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230502_210601_s4.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230502_203455_s3.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230428_224315_s2.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03611/raw_data/PacBio_HiFi/m84046_230508_193709_s3.hifi_reads.bc2095.bam']",4,62.2,"[16.2, 17.8, 16.4, 11.8]",16,"['Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03672,"['s3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_HiFi/m84091_231106_212107_s3.hifi_reads.bc1021.bam', 's3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_HiFi/m84091_231113_173111_s2.hifi_reads.bc1021.bam', 's3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_HiFi/m84091_240221_215958_s3.hifi_reads.bc1021.bam']",3,64.3,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_HiFi/m84091_231106_212107_s3.hifi_reads.bc1021.bam', 's3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_HiFi/m84091_231113_173111_s2.hifi_reads.bc1021.bam', 's3://human-pangenomics/working/HPRC/HG03672/raw_data/PacBio_HiFi/m84091_240221_215958_s3.hifi_reads.bc1021.bam']",3,64.3,"[24.1, 22.4, 17.8]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03704,"['s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230720_185410_s2.hifi_reads.bc2002.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220207_224702-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_211105_213234-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_211111_222027-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220203_054640-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m64076_220216_013707-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220203_054640-bc1018.5mc.hifi_reads.bam']",8,53.0,8,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_211105_213234-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220203_054640-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220203_054640-bc1018.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_211111_222027-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220207_224702-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m64076_220216_013707-bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230720_185410_s2.hifi_reads.bc2002.bam', 's3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc1001.bam']",8,53.0,"[8.1, 5.0, 1.6, 6.7, 8.8, 3.9, 14.6, 4.3]",8,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03710,"['s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2082.bam', 's3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2082.bam', 's3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2082.bam', 's3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210516_020821.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210517_175123.hifi_reads.bam']",5,63.0,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210514_184131.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210516_020821.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210517_175123.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2082.bam', 's3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2082.bam', 's3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2082.bam']",6,73.6,"[10.6, 11.4, 10.8, 13.3, 13.3, 14.2]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03778,"['s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_205153_s4.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_195023_s2.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2095.bam']",5,56.5,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_205153_s4.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_195023_s2.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2095.bam', 's3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2095.bam']",5,56.5,"[13.6, 13.3, 13.5, 2.4, 13.7]",12,"['Revio', 'Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03784,"['s3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_213331_s3.hifi_reads.bc2017.bam', 's3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_220437_s4.hifi_reads.bc2017.bam']",2,62.5,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_213331_s3.hifi_reads.bc2017.bam', 's3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_220437_s4.hifi_reads.bc2017.bam']",2,62.5,"[32.7, 29.8]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03792,"['s3://human-pangenomics/working/HPRC/HG03792/raw_data/PacBio_HiFi/m84081_230519_183943_s4.hifi_reads.bc1019.bam', 's3://human-pangenomics/working/HPRC/HG03792/raw_data/PacBio_HiFi/m84081_230516_194621_s2.hifi_reads.bc1019.bam']",2,65.0,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03792/raw_data/PacBio_HiFi/m84081_230516_194621_s2.hifi_reads.bc1019.bam', 's3://human-pangenomics/working/HPRC/HG03792/raw_data/PacBio_HiFi/m84081_230519_183943_s4.hifi_reads.bc1019.bam']",2,65.0,"[31.3, 33.7]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03804,"['s3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/m84091_230804_181137_s4.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/primrose/m64055e_210709_184151.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/primrose/m64055e_210712_200125.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/primrose/m64055e_210714_052746.5mc.hifi_reads.bam']",4,62.7,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/primrose/m54306Ue_210716_134443.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/primrose/m64055e_210709_184151.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/primrose/m64055e_210712_200125.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/primrose/m64055e_210714_052746.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/m84091_230804_181137_s4.hifi_reads.bc1002.bam']",5,69.6,"[6.9, 10.7, 9.3, 9.1, 33.6]",12,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03816,"['s3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/m84091_230802_183430_s4.hifi_reads.bc1009.bam', 's3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/primrose/m64055e_210728_024601.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/primrose/m64055e_210729_122949.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/primrose/m64055e_210726_155147.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/primrose/m54306Ue_210723_183738.5mc.hifi_reads.bam']",5,59.9,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/primrose/m54306Ue_210723_183738.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/primrose/m64055e_210726_155147.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/primrose/m64055e_210728_024601.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/primrose/m64055e_210729_122949.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/m84091_230802_183430_s4.hifi_reads.bc1009.bam']",5,59.9,"[7.9, 8.5, 9.0, 8.6, 25.9]",12,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03831,"['s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2084.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2084.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2084.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210618_184849.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210612_053350.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210613_130744.hifi_reads.bam']",6,64.7,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210612_053350.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210613_130744.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210614_204240.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210618_184849.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2084.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2084.bam', 's3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2084.bam']",7,70.69999999999999,"[6.2, 6.2, 6.0, 12.4, 12.9, 13.9, 13.1]",9,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
