2587,,,, ,,,Biomaterial Production,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,ChildID,N,Sex,Subpopulation,Superpopulation,Production Year,Pellets Status: Production,QC: Karyotyping ,QC: OMNI Microarray,Pellets Status: UL Nanopore Production,HiFi Center Information ,HiFi sample received,HiFi data generation,HiFi data  submitted to AnVIL,10X Genomics Center Information ,10X Genomics sample received,10X Genomics data generation,10X Genomics data submitted to AnVIL,BioNano Genomics Center Information,BioNano Genomics sample received,BioNano Genomics data generation,BioNano Genomics data submitted to AnVIL,Nanopore Standard Center Information,Nanopore Standard sample received,Nanopore Standard Unsheared data generation,Nanopore Standard Unsheared data submitted to AnVIL,Nanopore UL Center Information,Nanopore UL sample received,Nanopore UL data generation,Nanopore UL data submitted to AnVIL,Hi-C Center Information,Hi-C sample received,Hi-C data generation,Hi-C data submitted to AnVIL,Strand-seq Center Information,Strand-seq sample received,Strand-seq data generation,Strand-seq data  submitted to AnVIL,Kinnex Center Information,Kinnex sample received,Kinnex data generation,Kinnex data  submitted to AnVIL
41,NA19031,LWK,,,,YR5,Pellets Banked (12/12/2023),"Completed
(07/24/2024)",Completed (03/05/2023),Pellets Banked (12/12/2023),WashU,1/11/24,Complete -- 66.6X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,Complete -- 13.8M,
42,HG03733,STU,,,,YR5,Pellets Banked (12/12/2023),"Completed
(08/19/2024)",Completed (03/05/2023),Pellets Banked (12/12/2023),WashU,1/11/24,Complete -- 84.5X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,Complete -- 13.4M,
43,NA19314,LWK,,,,YR5,Pellets Banked (12/19/2023),"Completed
(08/19/2024)",Completed (03/05/2023),Pellets Banked (12/19/2023),UW,1/11/24,Complete -- 61.8X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,Complete -- 12.2M,
44,NA18870,YRI,,,,YR5,Pellets Banked (12/19/2023),"Completed
(08/18/2024)",Completed (03/05/2023),Pellets Banked (12/19/2023),UW,1/11/24,Complete -- 62.7X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,Complete -- 13.7M,
45,NA20756,TSI,,,,YR5,Pellets Banked (12/21/2023),"Completed
(08/20/2024)",Completed (03/05/2023),Pellets Banked (12/21/2023),UW,1/11/24,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,Complete -- 14.4M,
46,NA18559,CHB,,,,YR5,Pellets Banked (12/19/2023),"Completed
(08/18/2024)",Completed (03/05/2023),Pellets Banked (12/19/2023),UW,1/11/24,Complete -- 62.8X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,Complete -- 13.7M,
47,HG02364,CDX,,,,YR5,Pellets Banked (12/19/2023),"Completed
(08/12/2024)",Completed (03/05/2023),Pellets Banked (12/19/2023),UW,1/11/24,Complete -- 62.6X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,Complete -- 13.9M,
48,HG04144,BEB,,,,YR5,Pellets Banked (12/19/2023),"Completed
(08/18/2024)",Completed (03/05/2023),Pellets Banked (12/19/2023),UW,1/11/24,Complete -- 63.2X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,"cDNA pass, waiting for kinnex partners",
49,HG03258,GWD,,,,YR5,Pellets Banked (01/16/2024),,Completed (03/05/2023),Pellets Banked (01/16/2024),RU,1/18/24,Complete -- 66X,,,,,,,,,,,,,,,,,,UCSC,1/18/2024,,,,,,,RU,5/9/24,Complete -- 6.4M,
50,NA19917,ASW,,,,YR5,Pellets Banked (01/16/2024),,Completed (03/05/2023),Pellets Banked (01/16/2024),RU,5/16/24,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,Complete -- 12.4M,
51,HG00254,GBR,,,,YR5,Pellets Banked (01/16/2024),,Completed (03/05/2023),Pellets Banked (01/16/2024),RU,1/18/24,Complete -- 63X,,,,,,,,,,,,,,,,,,UCSC,1/18/2024,,,,,,,RU,5/9/24,Complete -- 12.2M,
52,NA19439,LWK,,,,YR5,Pellets Banked (01/16/2024),"Completed
(09/01/2024)",Completed (03/05/2023),Pellets Banked (01/16/2024),RU,1/18/24,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,1/18/2024,,,,,,,RU,5/9/24,Complete -- 11.6M,
53,HG00584,CHS,,,,YR5,Pellets Banked (01/16/2024),,Completed (03/05/2023),Pellets Banked (01/16/2024),RU,1/18/24,Complete -- 67X,,,,,,,,,,,,,,,,,,UCSC,1/18/2024,,,,,,,RU,5/9/24,Complete -- 11.1M,
54,NA19375,LWK,,,,YR5,Pellets Banked (01/25/2024),,Completed (03/05/2023),Pellets Banked (01/25/2024),RU,3/6/24,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,3/7/2024,,,,,,,RU,5/9/24,Complete -- 11.9M,
55,NA19679,MXL,,,,YR5,Pellets Banked (01/25/2024),,Completed (03/05/2023),Pellets Banked (01/25/2024),Washu,5/16/24,Complete -- 68.4X,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,Complete -- 12.6M,
56,NA19307,LWK,,,,YR5,Pellets Banked (01/25/2024),,Completed (03/05/2023),Pellets Banked (01/25/2024),Washu,2/1/24,Complete -- 60.8X,,,,,,,,,,,,,,,,,,UCSC,2/1/2024,,,,,,,RU,5/9/24,Complete -- 13.8M,
57,NA20412,ASW,,,,YR5,Pellets Banked (01/25/2024),,Completed (03/05/2023),Pellets Banked (01/25/2024),Washu,5/16/24,Complete -- 81.8X,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,Complete ,
58,HG01522,IBS,,,,YR5,Pellets Banked (01/25/2024),,Completed (03/05/2023),Pellets Banked (01/25/2024),Washu,2/1/24,Complete -- 70.1X,,,,,,,,,,,,,,,,,,UCSC,2/1/2024,,,,,,,RU,5/9/24,Complete ,
59,HG00355,FIN,,,,YR5,Pellets Banked (01/25/2024),,Completed (03/05/2023),Pellets Banked (01/25/2024),Washu,2/1/24,Complete -- 75.4X,,,,,,,,,,,,,,,,,,UCSC,2/1/2024,,,,,,,RU,5/9/24,Complete ,
60,HG03126,ESN,,,,YR5,Pellets Banked (01/25/2024),,Completed (03/05/2023),Pellets Banked (01/25/2024),Washu,2/1/24,Complete -- 60.6X,,,,,,,,,,,,,,,,,,UCSC,2/1/2024,,,,,,,RU,5/9/24,Complete ,
61,HG03595,BEB,,,,YR5,Pellets Banked (01/30/2024),,Completed (03/05/2023),Pellets Banked (01/30/2024),UW,2/8/24,Complete -- 64.7X,,,,,,,,,,,,,,,,,,UCSC,2/8/2024,,,,,,,RU,5/9/24,Complete ,
62,HG00245,GBR,,,,YR5,Pellets Banked (01/30/2024),,Completed (03/05/2023),Pellets Banked (01/30/2024),UW,2/8/24,Complete -- 60.1X,,,,,,,,,,,,,,,,,,UCSC,2/8/2024,,,,,,,RU,5/9/24,Complete ,
63,HG03557,MSL,,,,YR5,Pellets Banked (01/30/2024),,Completed (03/05/2023),Pellets Banked (01/30/2024),UW,2/8/24,Complete -- 63.1X,,,,,,,,,,,,,,,,,,UCSC,2/8/2024,,,,,,,RU,5/9/24,Complete ,
64,HG03775,ITU,,,,YR5,Pellets Banked (01/30/2024),,Completed (03/05/2023),Pellets Banked (01/30/2024),UW,2/8/24,Complete -- 63.5X,,,,,,,,,,,,,,,,,,UCSC,2/8/2024,,,,,,,RU,5/9/24,Complete ,
65,HG03271,ESN,,,,YR5,Pellets Banked (01/30/2024),,Completed (03/05/2023),Pellets Banked (01/30/2024),UW,2/8/24,Complete -- 63.6X,,,,,,,,,,,,,,,,,,UCSC,2/8/2024,,,,,,,RU,5/9/24,Complete ,
66,HG01374,CLM,,,,YR5,Pellets Banked (01/30/2024),,Completed (03/05/2023),Pellets Banked (01/30/2024),UW,2/8/24,Complete -- 63.8X,,,,,,,,,,,,,,,,,,UCSC,2/8/2024,,,,,,,RU,5/9/24,Complete ,
67,HG03432,MSL,,,,YR5,Pellets Banked (02/07/2024),,Completed (03/05/2023),Pellets Banked (02/07/2024),RU,2/8/24,Complete -- 65X,,,,,,,,,,,,,,,,,,UCSC,2/15/2024,,,,,,,RU,5/9/24,Complete ,
68,HG00375,FIN,,,,YR5,Pellets Banked (02/07/2024),,Completed (03/05/2023),Pellets Banked (02/07/2024),RU,2/8/24,Complete -- 60X,,,,,,,,,,,,,,,,,,UCSC,2/15/2024,,,,,,,RU,5/9/24,Complete ,
69,HG02470,ACB,,,,YR5,Pellets Banked (02/07/2024),,Completed (03/05/2023),Pellets Banked (02/07/2024),RU,2/8/24,Complete -- 65X,,,,,,,,,,,,,,,,,,UCSC,2/15/2024,,,,,,,RU,5/9/24,Complete ,
70,NA18511,YRI,,,,YR5,Pellets Banked (02/07/2024),,Completed (03/05/2023),Pellets Banked (02/07/2024),RU,2/8/24,Complete -- 61X,,,,,,,,,,,,,,,,,,UCSC,2/15/2024,,,,,,,RU,5/9/24,Complete ,
71,HG03890,STU,,,,YR5,Pellets Banked (02/07/2024),,Completed (03/05/2023),Pellets Banked (02/07/2024),RU,2/8/24,Complete -- 68X,,,,,,,,,,,,,,,,,,UCSC,2/15/2024,,,,,,,RU,5/9/24,Complete ,
72,HG00689,CHS,,,,YR5,Pellets Banked (02/07/2024),,Completed (03/05/2023),Pellets Banked (02/07/2024),RU,2/8/24,Complete -- 61X,,,,,,,,,,,,,,,,,,UCSC,2/15/2024,,,,,,,RU,5/9/24,Complete ,
73,NA19916,ASW,,,,YR5,Pellets Banked (02/20/2024),,Completed (05/01/2023),Pellets Banked (02/20/2024),Washu,5/16/24,,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,Complete ,
74,HG00120,GBR,,,,YR5,Pellets Banked (02/20/2024),,Completed (05/01/2023),Pellets Banked (02/20/2024),Washu,2/29/24,Complete -- 73.6X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
75,HG01136,CLM,,,,YR5,Pellets Banked (02/20/2024),,Completed (05/01/2023),Pellets Banked (02/20/2024),Washu,2/29/24,Complete -- 72.6X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
76,NA20796,TSI,,,,YR5,Pellets Banked (02/20/2024),,Completed (05/01/2023),Pellets Banked (02/20/2024),Washu,2/29/24,Complete -- 62.6X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
77,NA19395,LWK,,,,YR5,Pellets Banked (02/20/2024),,Completed (05/01/2023),Pellets Banked (02/20/2024),Washu,2/29/24,Complete -- 64.1X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
78,HG00236,GBR,,,,YR5,Pellets Banked (02/20/2024),,Completed (05/01/2023),Pellets Banked (02/20/2024),Washu,2/29/24,Complete -- 61.3X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
79,HG03995,STU,,,,YR5,Pellets Banked (02/27/2024),,Completed (05/01/2023),Pellets Banked (02/27/2024),UW,2/29/24,Complete -- 64.6X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
80,HG00580,CHS,,,,YR5,Pellets Banked (02/27/2024),,Completed (05/01/2023),Pellets Banked (02/27/2024),UW,2/29/24,Complete -- 65.5X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
81,HG01479,CLM,,,,YR5,Pellets Banked (02/27/2024),,Completed (05/01/2023),Pellets Banked (02/27/2024),UW,2/29/24,Complete -- 62.4X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
82,NA19090,JPT,,,,YR5,Pellets Banked (02/27/2024),,Completed (05/01/2023),Pellets Banked (02/27/2024),UW,2/29/24,Complete -- 64.4X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
83,HG02792,PJL,,,,YR5,Pellets Banked (02/27/2024),,Completed (05/01/2023),Pellets Banked (02/27/2024),UW,2/29/24,Complete -- 68X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
84,NA18488,YRI,,,,YR5,Pellets Banked (02/27/2024),,Completed (05/01/2023),Pellets Banked (02/27/2024),UW,2/29/24,Complete -- 65.9X,,,,,,,,,,,,,,,,,,UCSC,2/29/2024,,,,,,,RU,5/9/24,Complete ,
85,HG01624,IBS,,,,YR5,Pellets Banked (03/12/2024),,Completed (05/01/2023),Pellets Banked (03/12/2024),RU,3/14/24,Complete -- 67X,,,,,,,,,,,,,,,,,,UCSC,3/14/2024,,,,,,,RU,5/9/24,Complete ,
86,NA19438,LWK,,,,YR5,Pellets Banked (03/05/2024),,Completed (05/01/2023),Pellets Banked (03/05/2024),RU,3/6/24,Complete -- 70X,,,,,,,,,,,,,,,,,,UCSC,3/7/2024,,,,,,,RU,5/9/24,Complete ,
87,HG01796,CDX,,,,YR5,Pellets Banked (03/05/2024),,Completed (05/01/2023),Pellets Banked (03/05/2024),RU,3/6/24,Complete -- 68X,,,,,,,,,,,,,,,,,,UCSC,3/7/2024,,,,,,,RU,5/9/24,Complete ,
88,NA19118,YRI,,,,YR5,Pellets Banked (03/05/2024),,Completed (05/01/2023),Pellets Banked (03/05/2024),RU,3/6/24,Complete -- 61X,,,,,,,,,,,,,,,,,,UCSC,3/7/2024,,,,,,,RU,5/9/24,Complete ,
89,NA19035,LWK,,,,YR5,Pellets Banked (03/06/2024),,Completed (05/01/2023),Pellets Banked (03/06/2024),RU,3/14/24,Complete -- 62X,,,,,,,,,,,,,,,,,,UCSC,3/14/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
90,NA18970,JPT,,,,YR5,Pellets Banked (03/05/2024),,Completed (05/01/2023),Pellets Banked (03/05/2024),RU,3/6/24,Complete -- 70X,,,,,,,,,,,,,,,,,,UCSC,3/7/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
91,NA19079,JPT,,,,YR5,Pellets Banked (03/12/2024),,Completed (05/01/2023),Pellets Banked (03/12/2024),Washu,3/14/24,Complete -- 67.2X,,,,,,,,,,,,,,,,,,UCSC,3/14/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
92,HG02642,GWD,,,,YR5,Pellets Banked (03/12/2024),,Completed (05/01/2023),Pellets Banked (03/12/2024),Washu,3/14/24,Complete -- 66.9X,,,,,,,,,,,,,,,,,,UCSC,3/14/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
93,HG02140,KHV,,,,YR5,Pellets Banked (03/12/2024),,Completed (05/01/2023),Pellets Banked (03/12/2024),Washu,3/14/24,Complete -- 72.4X,,,,,,,,,,,,,,,,,,UCSC,3/14/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
94,NA18995,JPT,,,,YR5,Pellets Banked (03/12/2024),,Completed (05/01/2023),Pellets Banked (03/12/2024),Washu,3/14/24,Complete -- 85.3X,,,,,,,,,,,,,,,,,,UCSC,3/14/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
95,NA19658,MXL,,,,YR5,Pellets Banked (03/12/2024),,Completed (05/01/2023),Pellets Banked (03/12/2024),Washu,5/16/24,,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
96,HG00234,GBR,,,,YR5,Pellets Banked (03/12/2024),,Completed (05/01/2023),Pellets Banked (03/12/2024),Washu,3/14/24,Complete -- 88.4X,,,,,,,,,,,,,,,,,,UCSC,3/14/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
97,HG02373,CDX,,,,YR5,Pellets Banked (03/19/2024),,Completed (07/11/2024),Pellets Banked (03/19/2024),UW,3/21/24,Complete -- 62.3X [2.3 cells],,,,,,,,,,,,,,,,,,UCSC,3/21/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
98,HG02589,GWD,,,,YR5,Pellets Banked (03/19/2024),,Completed (07/11/2024),Pellets Banked (03/19/2024),UW,3/21/24,Complete -- 61.1X,,,,,,,,,,,,,,,,,,UCSC,3/21/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
99,HG02594,GWD,,,,YR5,Pellets Banked (03/19/2024),,Completed (07/11/2024),Pellets Banked (03/19/2024),UW,3/21/24,Complete -- 60X,,,,,,,,,,,,,,,,,,UCSC,3/21/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
100,HG00116,GBR,,,,YR5,Pellets Banked (03/19/2024),,Completed (07/11/2024),Pellets Banked (03/19/2024),UW,3/21/24,Complete -- 63.8X,,,,,,,,,,,,,,,,,,UCSC,3/21/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
101,HG01204,PUR,,,,YR5,Pellets Banked (03/19/2024),,Completed (07/11/2024),Pellets Banked (03/19/2024),UW,3/21/24,Complete -- 66.9X [2.5 cells],,,,,,,,,,,,,,,,,,UCSC,3/21/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
102,HG02661,PJL,,,,YR5,Pellets Banked (03/19/2024),,Completed (07/11/2024),Pellets Banked (03/19/2024),UW,3/21/24,Complete -- 66.8X [2.3 cells],,,,,,,,,,,,,,,,,,UCSC,3/21/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
103,HG03868,ITU,,,,YR5,Pellets Banked (03/26/2024),,Completed (07/11/2024),Pellets Banked (03/26/2024),RU,3/28/24,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,3/28/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
104,NA19655,MXL,,,,YR5,Pellets Banked (03/26/2024),,Completed (07/11/2024),Pellets Banked (03/26/2024),RU,5/16/24,Complete -- 70X,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
105,NA19445,LWK,,,,YR5,Pellets Banked (04/08/2024),,Completed (07/11/2024),Pellets Banked (04/08/2024),RU,4/25/24,Complete -- 61X,,,,,,,,,,,,,,,,,,UCSC,4/25/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
106,NA19923,ASW,,,,YR5,Pellets Banked (03/26/2024),,Completed (07/11/2024),Pellets Banked (03/26/2024),RU,5/16/24,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
107,HG03193,ESN,,,,YR5,Pellets Banked (03/26/2024),,Completed (07/11/2024),Pellets Banked (03/26/2024),RU,3/28/24,Complete -- 65X,,,,,,,,,,,,,,,,,,UCSC,3/28/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
108,NA19000,JPT,,,,YR5,Pellets Banked (03/26/2024),,Completed (07/11/2024),Pellets Banked (03/26/2024),RU,3/28/24,Complete -- 63X,,,,,,,,,,,,,,,,,,UCSC,3/28/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
109,HG03882,ITU,,,,YR5,Pellets Banked (04/02/2024),,Completed (07/11/2024),Pellets Banked (04/02/2024),Washu,4/4/24,Complete -- 70.9X,,,,,,,,,,,,,,,,,,UCSC,4/4/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
110,NA18942,JPT,,,,YR5,Pellets Banked (04/02/2024),,Completed (07/11/2024),Pellets Banked (04/02/2024),Washu,4/4/24,Complete -- 86.2X,,,,,,,,,,,,,,,,,,UCSC,4/4/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
111,HG03875,ITU,,,,YR5,Pellets Banked (04/02/2024),,Completed (07/11/2024),Pellets Banked (04/02/2024),Washu,4/4/24,Complete -- 62.0X,,,,,,,,,,,,,,,,,,UCSC,4/4/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
112,NA21115,GIH,,,,YR5,Pellets Banked (04/16/2024),,Completed (07/11/2024),Pellets Banked (04/16/2024),Washu,5/2/24,,,,,,,,,,,,,,,,,,,UCSC,5/2/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
113,HG03567,MSL,,,,YR5,Pellets Banked (04/02/2024),,Completed (07/11/2024),Pellets Banked (04/02/2024),Washu,4/4/24,Complete -- 87.5X,,,,,,,,,,,,,,,,,,UCSC,4/4/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
114,HG03898,STU,,,,YR5,Pellets Banked (04/02/2024),,Completed (07/11/2024),Pellets Banked (04/02/2024),Washu,4/4/24,Complete -- 78.5X,,,,,,,,,,,,,,,,,,UCSC,4/4/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
115,NA19448,LWK,,,,YR5,Pellets Banked (05/01/2024),,Completed (07/11/2024),Pellets Banked (05/01/2024),UW,5/2/24,Complete -- 60.8X,,,,,,,,,,,,,,,,,,UCSC,5/2/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
116,NA19321,LWK,,,,YR5,Pellets Banked (04/16/2024),,Completed (07/11/2024),Pellets Banked (04/16/2024),UW,4/18/24,Complete -- 60.9X,,,,,,,,,,,,,,,,,,UCSC,4/18/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
117,NA20588,TSI,,,,YR5,Pellets Banked (04/16/2024),,Completed (07/11/2024),Pellets Banked (04/16/2024),UW,4/18/24,Complete -- 68.2X,,,,,,,,,,,,,,,,,,UCSC,4/18/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
118,HG03366,ESN,,,,YR5,Pellets Banked (04/16/2024),,Completed (07/11/2024),Pellets Banked (04/16/2024),UW,4/18/24,Complete -- 64.6X [2.5 cells],,,,,,,,,,,,,,,,,,UCSC,4/18/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
119,NA19461,LWK,,,,YR5,Pellets Banked (04/16/2024),,Completed (07/11/2024),Pellets Banked (04/16/2024),UW,4/18/24,Complete -- 63.5X,,,,,,,,,,,,,,,,,,UCSC,4/18/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
120,NA20318,ASW,,,,YR5,Pellets Banked (04/16/2024),,Completed (07/11/2024),Pellets Banked (04/16/2024),UW,,,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
121,NA19762,MXL,,,,YR5,Pellets Banked (04/22/2024),,Completed (07/11/2024),Pellets Banked (04/22/2024),RU,,,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
122,NA20801,TSI,,,,YR5,Pellets Banked (04/22/2024),,Completed (07/11/2024),Pellets Banked (04/22/2024),RU,4/25/24,,,,,,,,,,,,,,,,,,,UCSC,4/25/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
123,HG00252,GBR,,,,YR5,Pellets Banked (04/22/2024),,Completed (07/11/2024),Pellets Banked (04/22/2024),RU,4/25/24,Complete -- 60X,,,,,,,,,,,,,,,,,,UCSC,4/25/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
124,HG01067,PUR,,,,YR5,Pellets Banked (04/22/2024),,Completed (07/11/2024),Pellets Banked (04/22/2024),RU,4/25/24,Complete -- 68X,,,,,,,,,,,,,,,,,,UCSC,4/25/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
125,HG03902,BEB,,,,YR5,Pellets Banked (04/22/2024),,Completed (07/11/2024),Pellets Banked (04/22/2024),RU,4/25/24,Complete -- 63X,,,,,,,,,,,,,,,,,,UCSC,4/25/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
126,NA18547,CHB,,,,YR5,Pellets Banked (04/22/2024),,Completed (07/11/2024),Pellets Banked (04/22/2024),RU,4/25/24,Complete -- 70X,,,,,,,,,,,,,,,,,,UCSC,4/25/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
127,NA20761,TSI,,,,YR5,Pellets Banked (05/01/2024),,Completed (07/11/2024),Pellets Banked (05/01/2024),Washu,5/2/24,,,,,,,,,,,,,,,,,,,UCSC,5/2/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
128,NA18572,CHB,,,,YR5,Pellets Banked (05/01/2024),,Completed (07/11/2024),Pellets Banked (05/01/2024),Washu,5/2/24,,,,,,,,,,,,,,,,,,,UCSC,5/2/2024,,,,,,,RU,5/9/24,Lib ready to sequence,
129,NA18748,CHB,,,,YR5,Pellets Banked (05/01/2024),,Completed (07/11/2024),Pellets Banked (05/01/2024),Washu,5/2/24,,,,,,,,,,,,,,,,,,,UCSC,5/2/2024,,,,,,,RU,5/9/24,RNA pass QC,
130,NA20342,ASW,,,,YR5,Pellets Banked (05/01/2024),,Completed (07/11/2024),Pellets Banked (05/01/2024),Washu,5/16/24,,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,5/9/24,RNA pass QC,
131,NA19318,LWK,,,,YR5,Pellets Banked (05/01/2024),,Completed (07/11/2024),Pellets Banked (05/01/2024),Washu,5/2/24,,,,,,,,,,,,,,,,,,,UCSC,5/2/2024,,,,,,,RU,5/9/24,RNA pass QC,
132,HG04161,BEB,,,,YR5,Pellets Banked (05/01/2024),,Completed (07/11/2024),Pellets Banked (05/01/2024),Washu,7/11/24,,,,,,,,,,,,,,,,,,,UCSC,7/11/24 (previously contaminated),,,,,,,RU,5/9/24,RNA pass QC,
133,NA19434,,,,,HGSVC,Pellets Banked (05/10/2024),,Completed (07/11/2024),Pellets Banked (05/10/2024),UW,5/23/24,Complete -- 30.7X,,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
134,NA20847,,,,,HGSVC,Pellets Banked (05/10/2024),,Completed (07/11/2024),Pellets Banked (05/10/2024),UW,5/23/24,Complete -- 33X,,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
135,HG00512,,,,,HGSVC,Pellets Banked (05/10/2024),,Completed (07/11/2024),Pellets Banked (05/10/2024),UW,5/23/24,Complete -- 40.5X,,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
136,HG03452,,,,,HGSVC,Pellets Banked (05/10/2024),,Completed (07/11/2024),Pellets Banked (05/10/2024),UW,5/23/24,"Complete, 29.6X in 1.2 cells",,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
137,NA19836,,,,,HGSVC,Pellets Banked (05/13/2024),,Completed (07/11/2024),Pellets Banked (05/13/2024),UW,5/23/24,Complete -- 32.8X,,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
138,NA19331,,,,,HGSVC,Pellets Banked (05/09/2024),,Completed (07/11/2024),Pellets Banked (05/09/2024),UW,5/23/24,Complete -- 33.5X,,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
139,HG00864,,,,,HGSVC,Pellets Banked (05/10/2024),,Completed (07/11/2024),Pellets Banked (05/10/2024),UW,5/23/24,Complete -- 30.3X,,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
140,NA19129,,,,,HGSVC,Pellets Banked (05/09/2024),,Completed (07/11/2024),Pellets Banked (05/09/2024),UW,5/23/24,Complete -- 32.1X,,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
141,HG01114,,,,,HGSVC,Pellets Banked (05/10/2024),,Completed (07/11/2024),Pellets Banked (05/10/2024),UW,5/23/24,Complete -- 35.6X,,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
142,HG01505,,,,,HGSVC,Pellets Banked (05/10/2024),,Completed (07/11/2024),Pellets Banked (05/10/2024),UW,5/23/24,Complete -- 30.1X,,,,,,,,,,,,,,,,,,UCSC,5/24/2024,,,,,,,,,,
